int_player_id,str_player_name,str_positions,dt_date_of_birth,int_height,int_weight,int_overall_rating,int_potential_rating,str_best_position,int_best_overall_rating,int_value,int_wage,str_player_image_url,int_team_id,str_nationality
898,Patrik Schick,"ST, RW",1996-01-24,186,73,78,84,ST,80,22500000,56000,https://cdn.sofifa.com/players/234/236/21_120.png,23.0,Czech Republic
899,Michail Antonio,"ST, RM, LM",1990-03-28,178,82,78,78,ST,78,14000000,46000,https://cdn.sofifa.com/players/190/717/21_120.png,29.0,England
900,Loris Karius,GK,1993-06-22,189,87,78,81,GK,78,14000000,60000,https://cdn.sofifa.com/players/203/775/21_120.png,120.0,Germany
901,Mason Holgate,"CB, RB",1996-10-22,184,75,77,83,CB,79,15000000,56000,https://cdn.sofifa.com/players/225/024/21_120.png,21.0,England
902,Federico Fernández,CB,1989-02-21,190,83,77,77,CB,77,7000000,37000,https://cdn.sofifa.com/players/201/988/21_120.png,37.0,Argentina
903,Hassane Kamara,"LB, LM",1994-03-05,168,67,77,80,LWB,78,12500000,32000,https://cdn.sofifa.com/players/220/421/21_120.png,75.0,France
904,Iván Cuéllar Sacristán,GK,1984-05-27,187,76,77,77,GK,77,1200000,7000,https://cdn.sofifa.com/players/146/952/21_120.png,117.0,Spain
905,Manuel Henrique Tavares Fernandes,"LM, CAM",1986-02-05,176,75,77,77,LM,77,4900000,17000,https://cdn.sofifa.com/players/157/960/21_120.png,237.0,Portugal
906,Arthur Masuaku,"LB, LWB",1993-11-07,179,70,77,79,LWB,78,12000000,37000,https://cdn.sofifa.com/players/212/491/21_120.png,29.0,DR Congo
907,Johnathan Aparecido da Silva,"ST, CAM",1990-03-29,184,75,77,77,ST,77,10500000,19000,https://cdn.sofifa.com/players/192/270/21_120.png,526.0,Brazil
908,Kevin Strootman,"CDM, CM",1990-02-13,186,80,77,77,CDM,77,9000000,34000,https://cdn.sofifa.com/players/189/712/21_120.png,33.0,Netherlands
909,Gabriel Arias Arroyo,GK,1987-09-13,188,82,77,77,GK,77,5000000,15000,https://cdn.sofifa.com/players/223/249/21_120.png,82.0,Chile
910,Ozan Muhammed Kabak,CB,2000-03-25,186,86,77,87,CB,79,21500000,19000,https://cdn.sofifa.com/players/239/890/21_120.png,71.0,Turkey
911,Hendrik Van Crombrugge,GK,1993-04-30,188,88,77,79,GK,77,9500000,18000,https://cdn.sofifa.com/players/204/308/21_120.png,163.0,Belgium
912,Sebastian Rode,"CDM, CM",1990-10-11,180,71,77,77,CDM,77,9000000,27000,https://cdn.sofifa.com/players/200/215/21_120.png,38.0,Germany
913,Fransérgio Rodrigues Barbosa,"CM, CAM",1990-10-18,187,82,77,77,CM,77,10500000,17000,https://cdn.sofifa.com/players/195/096/21_120.png,59.0,Brazil
914,Simone Verdi,"CF, CAM, LW",1992-07-12,174,65,77,77,CAM,79,11500000,46000,https://cdn.sofifa.com/players/196/889/21_120.png,54.0,Italy
915,Ashley Barnes,ST,1989-10-30,186,84,77,77,ST,77,10500000,57000,https://cdn.sofifa.com/players/186/905/21_120.png,49.0,England
916,Marco Silvestri,GK,1991-03-02,191,80,77,77,GK,77,7000000,22000,https://cdn.sofifa.com/players/190/745/21_120.png,134.0,Italy
917,Franck Yannick Kessié,"CM, CDM",1996-12-19,183,76,77,82,CDM,81,16000000,33000,https://cdn.sofifa.com/players/230/938/21_120.png,25.0,Ivory Coast
918,Matt Ritchie,"RM, LWB",1989-09-10,172,76,77,77,RM,77,10000000,40000,https://cdn.sofifa.com/players/186/395/21_120.png,37.0,Scotland
919,Owen Wijndal,LB,1999-11-28,176,65,77,85,LWB,78,22000000,8000,https://cdn.sofifa.com/players/236/572/21_120.png,126.0,Netherlands
920,Nadiem Amiri,"CAM, CM",1996-10-27,180,73,77,82,CAM,79,16000000,48000,https://cdn.sofifa.com/players/225/309/21_120.png,23.0,Germany
921,Rafał Gikiewicz,GK,1987-10-26,190,81,77,77,GK,77,5000000,21000,https://cdn.sofifa.com/players/194/333/21_120.png,95.0,Poland
922,Adam Marušić,"RM, LM",1992-10-17,185,85,77,77,RM,77,11000000,52000,https://cdn.sofifa.com/players/224/031/21_120.png,16.0,Montenegro
923,Sidney Adrián Pessoa Vidigal,"CDM, CM",1992-02-29,187,85,77,77,CDM,77,9500000,27000,https://cdn.sofifa.com/players/230/431/21_120.png,88.0,Brazil
924,Oliver Norwood,CM,1991-04-12,175,69,77,77,CM,77,10500000,38000,https://cdn.sofifa.com/players/186/143/21_120.png,67.0,Northern Ireland
925,Aridane Hernández Umpiérrez,CB,1989-03-23,186,77,77,77,CB,77,7000000,29000,https://cdn.sofifa.com/players/189/472/21_120.png,65.0,Spain
926,Danilo D'Ambrosio,"RB, LB, CB",1988-09-09,180,75,77,77,RB,77,7500000,73000,https://cdn.sofifa.com/players/198/946/21_120.png,13.0,Italy
927,Wayne Mark Rooney,"CM, CDM, CAM",1985-10-24,176,83,77,77,CM,77,4900000,31000,https://cdn.sofifa.com/players/054/050/21_120.png,227.0,England
928,Isaac Hayden,"CDM, CM",1995-03-22,185,79,77,80,CDM,78,12500000,35000,https://cdn.sofifa.com/players/206/115/21_120.png,37.0,England
929,Luigi Sepe,GK,1991-05-08,185,75,77,77,GK,77,7000000,26000,https://cdn.sofifa.com/players/191/011/21_120.png,93.0,Italy
930,Gastón Exequiel Ramírez Pereyra,CAM,1990-12-02,183,78,77,77,CAM,77,10500000,22000,https://cdn.sofifa.com/players/201/508/21_120.png,92.0,Uruguay
931,Timothy Castagne,"RM, LM",1995-12-05,180,80,77,82,RWB,80,16000000,62000,https://cdn.sofifa.com/players/222/501/21_120.png,18.0,Belgium
932,Roberto Maximiliano Pereyra,LM,1991-01-07,182,77,77,77,LM,77,10500000,20000,https://cdn.sofifa.com/players/193/061/21_120.png,94.0,Argentina
933,Layvin Kurzawa,"LB, LM, RB",1992-09-04,182,74,77,77,LB,77,10000000,61000,https://cdn.sofifa.com/players/201/510/21_120.png,7.0,France
934,Harry Wilson,"RM, CM",1997-03-22,173,70,77,83,CAM,78,16500000,66000,https://cdn.sofifa.com/players/220/710/21_120.png,192.0,Wales
935,Lucas Luciano Mantela Patrício,GK,2000-02-29,183,77,77,77,GK,77,8500000,18000,https://cdn.sofifa.com/players/230/182/21_120.png,77.0,Brazil
936,Mario Pašalić,"CM, CAM",1995-02-09,188,82,77,81,CM,79,14500000,47000,https://cdn.sofifa.com/players/223/273/21_120.png,24.0,Croatia
937,Robert Snodgrass,"RM, CM",1987-09-07,182,82,77,77,RM,77,8500000,40000,https://cdn.sofifa.com/players/155/946/21_120.png,29.0,Scotland
938,Mikel San José Domínguez,"CM, CDM",1989-05-30,187,79,77,77,CM,78,8500000,20000,https://cdn.sofifa.com/players/185/132/21_120.png,178.0,Spain
939,Vladimír Darida,"CM, CAM, CDM",1990-08-08,172,67,77,77,CM,77,10500000,45000,https://cdn.sofifa.com/players/201/262/21_120.png,61.0,Czech Republic
940,Angelo Obinze Ogbonna,CB,1988-05-23,191,86,77,77,CB,77,7000000,37000,https://cdn.sofifa.com/players/183/855/21_120.png,29.0,Italy
941,Carlos Arturo Bacca Ahumada,ST,1986-09-08,181,77,77,77,ST,77,6500000,34000,https://cdn.sofifa.com/players/207/664/21_120.png,20.0,Colombia
942,Javier Hernández Balcázar,ST,1988-06-01,175,73,77,77,ST,77,8500000,11000,https://cdn.sofifa.com/players/178/224/21_120.png,301.0,Mexico
943,Jorge Sandro Herrería,"RB, RM",1988-02-29,175,71,77,77,RB,77,0,0,https://cdn.sofifa.com/players/245/296/21_120.png,,Uruguay
944,Leandro Daniel Cabrera Sasía,"CB, LB",1991-09-06,187,80,77,78,CB,78,10000000,10000,https://cdn.sofifa.com/players/192/816/21_120.png,80.0,Uruguay
945,Matija Nastasić,CB,1993-03-28,188,83,77,79,CB,79,11000000,26000,https://cdn.sofifa.com/players/205/362/21_120.png,71.0,Serbia
946,Kevin Berlaso,RB,1988-03-25,172,69,77,77,RB,77,0,0,https://cdn.sofifa.com/players/251/698/21_120.png,,Ecuador
947,Giovanni Andrés Moreno Cardona,"ST, CAM",1986-07-01,192,83,77,77,ST,77,5000000,21000,https://cdn.sofifa.com/players/196/147/21_120.png,231.0,Colombia
948,Nahitan Michel Nández Acosta,"CM, CDM, RM",1995-12-28,172,70,77,83,CDM,81,16500000,29000,https://cdn.sofifa.com/players/230/965/21_120.png,72.0,Uruguay
949,Leandro Agustín Baezo,CDM,1988-02-29,188,88,77,77,CDM,77,0,0,https://cdn.sofifa.com/players/245/301/21_120.png,,Uruguay
950,Pedro António Pereira Gonçalves,CM,1998-06-28,173,65,77,87,CAM,80,23500000,13000,https://cdn.sofifa.com/players/240/950/21_120.png,46.0,Portugal
951,Federico Luis Contedo,"CAM, CF",1984-02-29,174,71,77,77,CAM,77,0,0,https://cdn.sofifa.com/players/245/303/21_120.png,,Uruguay
952,Benjamin Stambouli,"CB, CDM",1990-08-13,180,82,77,77,CDM,78,9000000,27000,https://cdn.sofifa.com/players/198/200/21_120.png,71.0,France
953,Iago Falqué Silva,"CF, ST, RW",1990-01-04,174,69,77,77,CAM,78,10500000,46000,https://cdn.sofifa.com/players/190/264/21_120.png,154.0,Spain
954,Lucas Nicolás Alario,ST,1992-10-08,184,78,77,77,ST,77,11500000,59000,https://cdn.sofifa.com/players/215/353/21_120.png,23.0,Argentina
955,Ángel Montoro Sánchez,CDM,1988-06-25,181,72,77,77,CDM,77,7000000,25000,https://cdn.sofifa.com/players/186/682/21_120.png,47.0,Spain
956,Roberto Torres Morales,"RM, CM",1989-03-17,178,72,77,77,RM,77,8500000,31000,https://cdn.sofifa.com/players/206/651/21_120.png,65.0,Spain
957,Diego Nicolás De La Cruz Arcosa,"CM, CAM, LW",1997-06-01,167,65,77,86,CAM,81,23500000,16000,https://cdn.sofifa.com/players/240/699/21_120.png,57.0,Uruguay
958,Florian Lejeune,CB,1991-05-20,189,89,77,78,CB,78,9500000,38000,https://cdn.sofifa.com/players/197/948/21_120.png,63.0,France
959,Sergio Rico González,GK,1993-09-01,195,90,77,79,GK,77,10000000,49000,https://cdn.sofifa.com/players/206/652/21_120.png,7.0,Spain
960,Daley Sinkgraven,"LB, CM",1995-07-04,179,65,77,81,LM,79,14000000,43000,https://cdn.sofifa.com/players/216/380/21_120.png,23.0,Netherlands
961,Francisco Reis Ferreira,CB,1997-03-26,191,78,77,84,CB,79,19500000,11000,https://cdn.sofifa.com/players/242/236/21_120.png,28.0,Portugal
962,Stevan Jovetić,"ST, CAM",1989-11-02,183,79,77,77,CF,78,10500000,51000,https://cdn.sofifa.com/players/181/820/21_120.png,43.0,Montenegro
963,Emil Audero Mulyadi,GK,1997-01-18,192,83,77,82,GK,77,13000000,13000,https://cdn.sofifa.com/players/228/413/21_120.png,92.0,Italy
964,Jonas Omlin,GK,1994-01-10,189,80,77,82,GK,77,12000000,24000,https://cdn.sofifa.com/players/223/550/21_120.png,98.0,Switzerland
965,Sergio Enrich Ametller,ST,1990-02-26,181,77,77,77,ST,77,10500000,31000,https://cdn.sofifa.com/players/194/879/21_120.png,64.0,Spain
966,José Salomón Rondón Giménez,ST,1989-09-16,186,85,77,77,ST,77,10500000,21000,https://cdn.sofifa.com/players/189/250/21_120.png,484.0,Venezuela
967,Adrián Ricardo Centurión,"RW, LW",1993-01-19,174,65,77,77,RW,77,11000000,21000,https://cdn.sofifa.com/players/211/267/21_120.png,162.0,Argentina
968,南野 拓実,"RW, ST",1995-01-16,174,67,77,80,RW,77,14000000,79000,https://cdn.sofifa.com/players/226/627/21_120.png,1.0,Japan
969,Luiz Felipe Ramos Marchi,CB,1997-03-22,187,80,77,85,CB,79,22000000,41000,https://cdn.sofifa.com/players/236/355/21_120.png,16.0,Brazil
970,Sebastian Rudy,"CM, CDM, RB",1990-02-28,180,72,77,77,CM,77,10000000,29000,https://cdn.sofifa.com/players/189/251/21_120.png,39.0,Germany
971,Julio Alberto Buffarini,RB,1988-08-18,170,74,77,77,RB,77,7500000,17000,https://cdn.sofifa.com/players/215/108/21_120.png,58.0,Argentina
972,Karl Brillant Toko Ekambi,"ST, LM",1992-09-14,185,74,77,77,ST,77,11500000,61000,https://cdn.sofifa.com/players/224/069/21_120.png,41.0,Cameroon
973,Roberto Soldado Rillo,ST,1985-05-27,180,74,77,77,ST,77,4500000,22000,https://cdn.sofifa.com/players/146/758/21_120.png,47.0,Spain
974,Yuriy Zhirkov,"LB, LM",1983-08-20,180,75,77,77,LB,77,0,0,https://cdn.sofifa.com/players/154/950/21_120.png,,Russia
975,Gautier Larsonneur,GK,1997-02-23,181,70,77,82,GK,77,13000000,13000,https://cdn.sofifa.com/players/230/727/21_120.png,150.0,France
976,Ralf Fährmann,GK,1988-09-27,197,98,77,77,GK,77,5500000,21000,https://cdn.sofifa.com/players/179/783/21_120.png,71.0,Germany
977,Neal Maupay,ST,1996-08-14,171,69,77,81,ST,79,15500000,52000,https://cdn.sofifa.com/players/211/784/21_120.png,50.0,France
978,Mario Lemina,"CM, CDM",1993-09-01,184,85,77,78,CM,78,12500000,52000,https://cdn.sofifa.com/players/212/811/21_120.png,78.0,Gabon
979,Ashley Young,"LM, RM, RB",1985-07-09,175,65,77,77,LM,77,4900000,79000,https://cdn.sofifa.com/players/152/908/21_120.png,13.0,England
980,황희찬 黄喜灿,ST,1996-01-26,177,77,77,82,ST,80,16000000,45000,https://cdn.sofifa.com/players/226/380/21_120.png,15.0,Korea Republic
981,Mathías Olivera Miramontes,"LB, LM",1997-10-31,184,78,77,85,LB,77,22500000,22000,https://cdn.sofifa.com/players/240/716/21_120.png,42.0,Uruguay
982,Rubén Duarte Sánchez,LB,1995-10-18,180,75,77,82,LB,77,15000000,20000,https://cdn.sofifa.com/players/226/637/21_120.png,63.0,Spain
983,Damien Da Silva,CB,1988-05-17,184,83,77,77,CB,77,7000000,40000,https://cdn.sofifa.com/players/179/789/21_120.png,56.0,France
984,Vicente Damián Castro,"CDM, CM",1992-02-29,187,85,77,77,CDM,77,0,0,https://cdn.sofifa.com/players/245/325/21_120.png,,Uruguay
985,Joshua Christian Kojo King,"CF, ST, LM",1992-01-15,184,82,77,77,CF,77,11000000,19000,https://cdn.sofifa.com/players/185/422/21_120.png,105.0,Norway
986,Patrick van Aanholt,LB,1990-08-29,176,67,77,77,LB,77,9500000,50000,https://cdn.sofifa.com/players/186/190/21_120.png,36.0,Netherlands
987,Bartolomeu Jacinto Quissanga,CB,1991-11-23,180,77,77,78,CB,78,10000000,50000,https://cdn.sofifa.com/players/216/655/21_120.png,16.0,Angola
988,Davidson da Luz Pereira,"LM, LW",1991-03-05,177,63,77,77,LM,77,10500000,18000,https://cdn.sofifa.com/players/237/135/21_120.png,206.0,Brazil
989,Kalvin Phillips,"CDM, CB",1995-12-02,178,72,77,83,CDM,78,15500000,68000,https://cdn.sofifa.com/players/224/081/21_120.png,69.0,England
990,Roberto Soriano,"CAM, CM",1991-02-08,182,76,77,77,CAM,77,10500000,34000,https://cdn.sofifa.com/players/193/361/21_120.png,111.0,Italy
991,Djibril Sidibé,RB,1992-07-29,182,71,77,77,RB,77,10000000,43000,https://cdn.sofifa.com/players/201/042/21_120.png,43.0,France
992,Adam David Lallana,"CM, CAM",1988-05-10,178,73,77,77,CAM,78,8500000,55000,https://cdn.sofifa.com/players/180/819/21_120.png,50.0,England
993,Martín Montoya Torralbo,"RB, RWB",1991-04-14,175,73,77,77,RB,77,9500000,23000,https://cdn.sofifa.com/players/194/644/21_120.png,32.0,Spain
994,Miguel Luís Pinto Veloso,"CM, CDM",1986-05-11,180,79,77,77,CM,77,4900000,28000,https://cdn.sofifa.com/players/178/007/21_120.png,134.0,Portugal
995,Nikola Kalinić,ST,1988-01-05,187,79,77,77,ST,77,8500000,31000,https://cdn.sofifa.com/players/185/431/21_120.png,134.0,Croatia
996,Maxime Gonalons,"CDM, CM",1989-03-10,187,76,77,77,CDM,77,7500000,25000,https://cdn.sofifa.com/players/193/116/21_120.png,47.0,France
997,Daniele Baselli,CM,1992-03-12,182,70,77,77,CM,77,10500000,44000,https://cdn.sofifa.com/players/205/407/21_120.png,54.0,Italy
998,Jannik Vestergaard,CB,1992-08-03,199,96,77,78,CB,78,10500000,48000,https://cdn.sofifa.com/players/202/849/21_120.png,51.0,Denmark
999,Andrea Conti,"RB, RM",1994-03-02,184,76,77,80,RWB,78,12500000,34000,https://cdn.sofifa.com/players/223/329/21_120.png,25.0,Italy
1000,Enzo Leandro Chissano Baia,"LB, RB, CB",1992-02-29,165,62,77,77,LB,77,9500000,36000,https://cdn.sofifa.com/players/230/241/21_120.png,77.0,Brazil
1001,Exequiel Alejandro Palacios,"CM, CAM, CDM",1998-10-05,177,70,77,86,CM,79,23500000,40000,https://cdn.sofifa.com/players/231/521/21_120.png,23.0,Argentina
1002,Leonardo Bittencourt,"RM, LM, CM",1993-12-19,170,62,77,78,RM,77,12500000,29000,https://cdn.sofifa.com/players/203/106/21_120.png,91.0,Germany
1003,Régis Gurtner,GK,1986-12-08,182,82,77,77,GK,77,3400000,6000,https://cdn.sofifa.com/players/176/994/21_120.png,259.0,France
1004,Dejan Kulusevski,"RW, CAM",2000-04-25,186,75,77,87,LM,81,23000000,54000,https://cdn.sofifa.com/players/247/394/21_120.png,6.0,Sweden
1005,Camilo Andrés Vargas Gil,GK,1989-03-09,185,77,77,77,GK,77,5500000,12000,https://cdn.sofifa.com/players/212/067/21_120.png,255.0,Colombia
1006,Islam Slimani,ST,1988-06-18,188,83,77,77,ST,77,8500000,77000,https://cdn.sofifa.com/players/217/699/21_120.png,18.0,Algeria
1007,Marcus Edwards,RW,1998-12-03,168,65,77,84,LM,78,21500000,10000,https://cdn.sofifa.com/players/235/619/21_120.png,182.0,England
1008,Johann Berg Guðmunds­son,"RM, LM",1990-10-27,179,77,77,77,RM,77,10500000,54000,https://cdn.sofifa.com/players/191/076/21_120.png,49.0,Iceland
1009,Andreas Samaris,"CDM, CM",1989-06-13,189,83,77,77,CB,79,7500000,13000,https://cdn.sofifa.com/players/208/230/21_120.png,28.0,Greece
1010,Ellyes Skhiri,"CDM, CM",1995-05-10,185,73,77,80,CDM,78,12500000,25000,https://cdn.sofifa.com/players/225/126/21_120.png,90.0,Tunisia
1011,Rúben Miguel Nunes Vezo,"CB, RB",1994-04-25,183,80,77,82,CB,79,14000000,23000,https://cdn.sofifa.com/players/215/399/21_120.png,55.0,Portugal
1012,Bruno da Silva Peres,"RB, RM",1990-03-01,178,72,77,77,RB,77,9000000,21000,https://cdn.sofifa.com/players/210/282/21_120.png,30.0,Brazil
1013,Odion Jude Ighalo,ST,1989-06-16,183,73,77,77,ST,77,9000000,21000,https://cdn.sofifa.com/players/185/195/21_120.png,10.0,Nigeria
1014,Marcelo Antônio Guedes Filho,CB,1987-05-20,191,85,77,77,CB,77,5000000,51000,https://cdn.sofifa.com/players/180/334/21_120.png,41.0,Brazil
1015,Shane Patrick Michael Duffy,CB,1992-01-01,193,76,77,78,CB,78,10000000,52000,https://cdn.sofifa.com/players/192/622/21_120.png,102.0,Republic of Ireland
1016,Franco Damián Vázquez,"CM, CAM, LM",1989-02-22,187,82,77,77,CAM,78,8500000,27000,https://cdn.sofifa.com/players/207/471/21_120.png,19.0,Argentina
1017,Matheus Leite Nascimento,"LW, CF, ST",1983-01-15,175,68,77,77,LW,77,3400000,9000,https://cdn.sofifa.com/players/176/495/21_120.png,642.0,Brazil
1018,Roberto José Rosales Altuve,"RWB, RB",1988-11-20,174,73,77,77,RWB,77,7500000,14000,https://cdn.sofifa.com/players/182/896/21_120.png,117.0,Venezuela
1019,Cláudio Pires de Morais Ramos,GK,1991-11-16,183,78,77,80,GK,77,9500000,11000,https://cdn.sofifa.com/players/198/513/21_120.png,34.0,Portugal
1020,Sebastián Marcelo Blanco,"LM, RM, CAM",1988-03-15,168,68,77,77,LM,77,8500000,10000,https://cdn.sofifa.com/players/190/577/21_120.png,171.0,Argentina
1021,Thiago Henrique Mendes Ribeiro,"CM, CDM",1992-03-15,177,75,77,77,CM,77,10500000,59000,https://cdn.sofifa.com/players/213/874/21_120.png,41.0,Brazil
1022,Emiliano Buendía,RM,1996-12-25,172,65,77,83,CAM,79,16500000,12000,https://cdn.sofifa.com/players/226/162/21_120.png,115.0,Argentina
1023,Jarrod Bowen,RM,1996-12-20,175,70,77,84,CAM,78,21000000,35000,https://cdn.sofifa.com/players/224/371/21_120.png,29.0,England
1024,Roger Martí Salvador,ST,1991-01-03,179,74,77,77,ST,77,10500000,28000,https://cdn.sofifa.com/players/207/732/21_120.png,55.0,Spain
1025,Gary Cahill,CB,1985-12-19,193,88,77,77,CB,77,3400000,48000,https://cdn.sofifa.com/players/164/468/21_120.png,36.0,England
1026,Andros Townsend,"RM, ST",1991-07-16,178,73,77,77,RM,77,10500000,54000,https://cdn.sofifa.com/players/194/932/21_120.png,36.0,England
1027,Ryan Guno Babel,"LW, RW, ST",1986-12-19,185,85,77,77,CF,78,6500000,65000,https://cdn.sofifa.com/players/157/301/21_120.png,73.0,Netherlands
1028,Andrés Eduardo Fernández Moreno,GK,1986-12-16,187,82,77,77,GK,77,3400000,19000,https://cdn.sofifa.com/players/146/296/21_120.png,113.0,Spain
1029,Héctor Alfredo Moreno Herrera,CB,1988-01-17,183,80,77,77,CB,77,0,0,https://cdn.sofifa.com/players/173/432/21_120.png,,Mexico
1030,Pedro Henrique Pereira da Silva,CB,1992-12-18,190,88,77,80,CB,79,12000000,11000,https://cdn.sofifa.com/players/219/258/21_120.png,382.0,Brazil
1031,Wenderson Rodrigues do Nascimento Galeno,"RW, LW",1997-10-22,179,62,77,85,CAM,78,23500000,15000,https://cdn.sofifa.com/players/239/482/21_120.png,59.0,Brazil
1032,Jordan Ayew,"ST, RM",1991-09-11,182,81,77,77,ST,77,11000000,59000,https://cdn.sofifa.com/players/197/756/21_120.png,36.0,Ghana
1033,Timo Horn,GK,1993-05-12,192,90,77,80,GK,77,10500000,21000,https://cdn.sofifa.com/players/200/316/21_120.png,90.0,Germany
1034,Mehdi Taremi,"ST, CF",1992-07-18,187,82,77,77,ST,77,11500000,16000,https://cdn.sofifa.com/players/241/788/21_120.png,34.0,Iran
1035,Thomas Foket,RB,1994-09-25,177,67,77,80,RB,77,13000000,24000,https://cdn.sofifa.com/players/208/509/21_120.png,127.0,Belgium
1036,Claudio Nuno Coíntra Calegari,"CAM, CF",1996-02-29,174,71,77,77,CAM,77,12000000,25000,https://cdn.sofifa.com/players/230/269/21_120.png,88.0,Brazil
1037,Luis Arturo Montes Jiménez,"CM, CDM, CAM",1986-05-15,166,68,77,77,CM,77,4900000,26000,https://cdn.sofifa.com/players/184/703/21_120.png,132.0,Mexico
1038,Kevin Vogt,"CB, CDM",1991-09-23,194,85,77,77,CB,77,9000000,33000,https://cdn.sofifa.com/players/192/641/21_120.png,39.0,Germany
1039,Paulo Dino Gazzaniga,GK,1992-01-02,196,90,77,80,GK,77,9500000,59000,https://cdn.sofifa.com/players/205/186/21_120.png,11.0,Argentina
1040,Jonathan dos Santos Ramírez,"CM, CDM",1990-04-26,172,73,77,77,CM,77,10000000,10000,https://cdn.sofifa.com/players/170/370/21_120.png,301.0,Mexico
1041,Mason Greenwood,"RM, ST",2001-10-01,181,70,77,89,CAM,78,24500000,33000,https://cdn.sofifa.com/players/246/147/21_120.png,10.0,England
1042,Joël Veltman,"CB, RB",1992-01-15,184,75,77,79,CB,79,10500000,52000,https://cdn.sofifa.com/players/208/004/21_120.png,50.0,Netherlands
1043,Gonçalo Mendes Paciência,ST,1994-08-01,184,79,77,79,ST,79,13500000,30000,https://cdn.sofifa.com/players/216/452/21_120.png,71.0,Portugal
1044,Iñigo Córdoba Querejeta,LW,1997-03-13,180,73,77,83,LM,78,16500000,23000,https://cdn.sofifa.com/players/229/764/21_120.png,26.0,Spain
1045,Jesse Lingard,"CAM, RM",1992-12-15,175,62,77,77,CAM,77,11000000,95000,https://cdn.sofifa.com/players/207/494/21_120.png,10.0,England
1046,Federico Julián Fazio,CB,1987-03-17,195,85,77,77,CB,77,5000000,21000,https://cdn.sofifa.com/players/179/847/21_120.png,30.0,Argentina
1047,Lucas René Olaza Catrofe,LB,1994-07-21,175,68,77,80,LB,77,13000000,16000,https://cdn.sofifa.com/players/221/832/21_120.png,62.0,Uruguay
1048,Óliver Torres Muñoz,"CM, LW",1994-11-10,175,70,77,82,CAM,81,15500000,26000,https://cdn.sofifa.com/players/208/777/21_120.png,19.0,Spain
1049,Fábio Santos Martins,"LM, CF",1993-07-24,178,70,77,77,LM,77,11500000,16000,https://cdn.sofifa.com/players/224/394/21_120.png,218.0,Portugal
1050,Omar Jehad Al Somah,ST,1989-03-23,190,86,77,77,ST,77,9000000,42000,https://cdn.sofifa.com/players/223/627/21_120.png,211.0,Syria
1051,Oussama Idrissi,LW,1996-02-26,175,78,77,81,CAM,78,15000000,26000,https://cdn.sofifa.com/players/228/747/21_120.png,19.0,Morocco
1052,阿兰,"ST, LW, LM",1989-07-10,184,72,77,77,ST,77,10500000,27000,https://cdn.sofifa.com/players/188/044/21_120.png,188.0,China PR
1053,Alex McCarthy,GK,1989-12-03,193,79,77,77,GK,77,7000000,39000,https://cdn.sofifa.com/players/189/324/21_120.png,51.0,England
1054,Stefan Ristovski,"RWB, RM",1992-02-12,180,72,77,77,RWB,77,9500000,14000,https://cdn.sofifa.com/players/205/965/21_120.png,46.0,North Macedonia
1055,Laureano Antonio Villa Suárez,"LM, CAM",1995-01-07,172,63,77,79,CAM,78,13000000,21000,https://cdn.sofifa.com/players/229/517/21_120.png,81.0,Spain
1056,Georgiy Dzhikiya,CB,1993-11-21,188,86,77,81,CB,79,13000000,48000,https://cdn.sofifa.com/players/229/773/21_120.png,107.0,Russia
1057,Divock Okoth Origi,"ST, LW",1995-04-18,188,75,77,82,ST,79,15500000,79000,https://cdn.sofifa.com/players/213/135/21_120.png,1.0,Belgium
1058,Okay Yokuşlu,"CDM, CM",1994-03-09,190,79,77,82,CDM,78,14000000,22000,https://cdn.sofifa.com/players/205/201/21_120.png,62.0,Turkey
1059,Denis Cheryshev,LM,1990-12-26,179,74,77,77,LM,77,10500000,35000,https://cdn.sofifa.com/players/206/225/21_120.png,45.0,Russia
1060,Wendell Nascimento Borges,"LB, CB",1993-07-20,178,72,77,78,LB,77,11500000,50000,https://cdn.sofifa.com/players/216/466/21_120.png,23.0,Brazil
1061,Adrien Thomasson,"CAM, CM",1993-12-10,177,72,77,79,CAM,79,13000000,30000,https://cdn.sofifa.com/players/208/787/21_120.png,101.0,France
1062,Krépin Diatta,"RW, LW, ST",1999-02-25,175,69,77,85,RM,78,23500000,22000,https://cdn.sofifa.com/players/238/227/21_120.png,83.0,Senegal
1063,Xavier Chavalerin,"CDM, CM",1991-03-07,178,66,77,77,CDM,77,9000000,26000,https://cdn.sofifa.com/players/193/683/21_120.png,127.0,France
1064,Jonas Hofmann,"CM, RM",1992-07-14,176,73,77,77,RM,78,11000000,36000,https://cdn.sofifa.com/players/210/324/21_120.png,22.0,Germany
1065,Francisco das Chagas Soares dos Santos,ST,1991-01-17,187,82,77,77,ST,77,10500000,20000,https://cdn.sofifa.com/players/227/476/21_120.png,526.0,Brazil
1066,Callum William McGregor,"CM, CDM",1993-06-14,174,74,77,78,CM,78,12000000,52000,https://cdn.sofifa.com/players/211/093/21_120.png,102.0,Scotland
1067,Adel Taarabt,"CM, CAM",1989-05-24,185,75,77,77,CAM,78,8500000,15000,https://cdn.sofifa.com/players/179/605/21_120.png,28.0,Morocco
1068,Wylan Cyprien,"CM, CDM",1995-01-28,181,78,77,79,CAM,79,13000000,34000,https://cdn.sofifa.com/players/212/886/21_120.png,93.0,France
